,N°déclaration,Date déclaration,N°manifeste,N°BL,N°Liquidation,Bureau,Type déclaration,Déclarant,Code Opérateur,Nom Opérateur,Code destinataire réel/Exportateur réel,Nom Destinataire réel / Exportarteur réel,Fournisseur,Circuit,Type visite,Produit,Regime Etendu,Code Additionnel,Nature emballage,Incoterm,Provenance,Origine,Destination,Marque1,Marque2,D&T,Val FOB,Val CAF,Pds Brut,Pds Net,Nbr Colis,Sous_Produit,fret,PU,D&T_tx,PU_moy,PU_min,PU_max,PU_med,Ecart
1094,2023CIAB6C5007,2023-04-06,-,CIAB6 2023 S 643 art. 10,2023CIAB6L5759,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"3,905,208","8,530,721","9,023,119","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","492,398",7322.51,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.71
1095,2023CIAB6C5007,2023-04-06,-,CIAB6 2023 S 643 art. 11,2023CIAB6L5759,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"3,905,208","8,530,721","9,023,119","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","492,398",7322.51,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.71
1096,2023CIAB6C5007,2023-04-06,-,CIAB6 2023 S 643 art. 16,2023CIAB6L5759,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"3,905,208","8,530,721","9,023,119","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","492,398",7322.51,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.71
1097,2023CIAB6C5007,2023-04-06,-,CIAB6 2023 S 643 art. 15,2023CIAB6L5759,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"3,905,208","8,530,721","9,023,119","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","492,398",7322.51,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.71
1098,2023CIAB6C5007,2023-04-06,-,CIAB6 2023 S 643 art. 40,2023CIAB6L5759,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"4,113,902","9,012,193","9,505,315","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","493,122",7735.79,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.67
1099,2023CIAB6C5381,2023-04-14,-,CIAB6 2023 S 643 art. 21,2023CIAB6L6179,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"4,113,902","9,012,193","9,505,315","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","493,122",7735.79,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.67
1100,2023CIAB6C5381,2023-04-14,-,CIAB6 2023 S 643 art. 27,2023CIAB6L6179,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"4,113,902","9,012,193","9,505,315","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","493,122",7735.79,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.67
1101,2023CIAB6C5381,2023-04-14,-,CIAB6 2023 S 643 art. 31,2023CIAB6L6179,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"4,113,902","9,012,193","9,505,315","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","493,122",7735.79,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.67
1102,2023CIAB6C5381,2023-04-14,-,CIAB6 2023 S 643 art. 32,2023CIAB6L6179,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"4,113,902","9,012,193","9,505,315","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","493,122",7735.79,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.67
1103,2023CIAB6C5381,2023-04-14,-,CIAB6 2023 S 643 art. 44,2023CIAB6L6179,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"4,113,902","9,012,193","9,505,315","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","493,122",7735.79,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.67
1104,2023CIAB6C5045,2023-04-07,-,CIAB6 2023 S 643 art. 24,2023CIAB6L5800,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"4,113,902","9,012,193","9,505,315","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","493,122",7735.79,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.67
1105,2023CIAB6C4840,2023-04-04,-,CIAB6 2023 S 643 art. 13,2023CIAB6L5569,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"3,905,208","8,530,721","9,023,119","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","492,398",7322.51,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.71
1106,2023CIAB6C4840,2023-04-04,-,CIAB6 2023 S 643 art. 12,2023CIAB6L5569,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"3,905,208","8,530,721","9,023,119","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","492,398",7322.51,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.71
1107,2023CIAB6C5516,2023-04-19,-,CIAB6 2023 S 643 art. 22,2023CIAB6L6327,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"4,113,902","9,012,193","9,505,315","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","493,122",7735.79,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.67
1108,2023CIAB6C5516,2023-04-19,-,CIAB6 2023 S 643 art. 43,2023CIAB6L6327,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"4,113,902","9,012,193","9,505,315","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","493,122",7735.79,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.67
1109,2023CIAB6C5516,2023-04-19,-,CIAB6 2023 S 643 art. 46,2023CIAB6L6327,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"4,113,902","9,012,193","9,505,315","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","493,122",7735.79,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.67
1110,2023CIAB6C5416,2023-04-14,-,CIAB6 2023 S 755 art. 59,2023CIAB6L6216,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 92100 BOULOGNE BILLANCOURT
",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"2,318,956","4,871,137","5,358,023",980,980,1,"Véhicules pr transport de moins de 10pers.,n","486,886",4970.55,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,1.05
1111,2023CIAB6C5416,2023-04-14,-,CIAB6 2023 S 755 art. 64,2023CIAB6L6216,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 92100 BOULOGNE BILLANCOURT
",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"2,318,956","4,871,137","5,358,023",980,980,1,"Véhicules pr transport de moins de 10pers.,n","486,886",4970.55,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,1.05
1112,2023CIAB6C5416,2023-04-14,-,CIAB6 2023 S 755 art. 62,2023CIAB6L6216,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 92100 BOULOGNE BILLANCOURT
",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"2,318,956","4,871,137","5,358,023",980,980,1,"Véhicules pr transport de moins de 10pers.,n","486,886",4970.55,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,1.05
1113,2023CIAB6C5416,2023-04-14,-,CIAB6 2023 S 755 art. 63,2023CIAB6L6216,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 92100 BOULOGNE BILLANCOURT
",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"2,318,956","4,871,137","5,358,023",980,980,1,"Véhicules pr transport de moins de 10pers.,n","486,886",4970.55,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,1.05
1114,2023CIAB6C5416,2023-04-14,-,CIAB6 2023 S 755 art. 61,2023CIAB6L6216,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 92100 BOULOGNE BILLANCOURT
",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"2,318,956","4,871,137","5,358,023",980,980,1,"Véhicules pr transport de moins de 10pers.,n","486,886",4970.55,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,1.05
1115,2023CIAB6C5416,2023-04-14,-,CIAB6 2023 S 755 art. 66,2023CIAB6L6216,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 92100 BOULOGNE BILLANCOURT
",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"2,318,956","4,871,137","5,358,023",980,980,1,"Véhicules pr transport de moins de 10pers.,n","486,886",4970.55,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,1.05
1116,2023CIAB6C5416,2023-04-14,-,CIAB6 2023 S 755 art. 65,2023CIAB6L6216,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 92100 BOULOGNE BILLANCOURT
",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"2,318,956","4,871,137","5,358,023",980,980,1,"Véhicules pr transport de moins de 10pers.,n","486,886",4970.55,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,1.05
1117,2023CIAB6C5416,2023-04-14,-,CIAB6 2023 S 755 art. 67,2023CIAB6L6216,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 92100 BOULOGNE BILLANCOURT
",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"2,318,956","4,871,137","5,358,023",980,980,1,"Véhicules pr transport de moins de 10pers.,n","486,886",4970.55,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,1.05
1118,2023CIAB6C5416,2023-04-14,-,CIAB6 2023 S 755 art. 68,2023CIAB6L6216,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 92100 BOULOGNE BILLANCOURT
",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"2,318,956","4,871,137","5,358,023",980,980,1,"Véhicules pr transport de moins de 10pers.,n","486,886",4970.55,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,1.05
1119,2023CIAB6C5416,2023-04-14,-,CIAB6 2023 S 755 art. 70,2023CIAB6L6216,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 92100 BOULOGNE BILLANCOURT
",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"2,318,956","4,871,137","5,358,023",980,980,1,"Véhicules pr transport de moins de 10pers.,n","486,886",4970.55,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,1.05
1120,2023CIAB6C6226,2023-04-29,-,CIAB6 2023 S 643 art. 45,2023CIAB6L7158,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"4,113,902","9,012,193","9,505,315","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","493,122",7735.79,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.67
1121,2023CIAB6C5673,2023-04-20,-,CIAB6 2023 S 643 art. 29,2023CIAB6L6500,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"4,113,902","9,012,193","9,505,315","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","493,122",7735.79,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.67
1122,2023CIAB6C5616,2023-04-19,-,CIAB6 2023 S 755 art. 58,2023CIAB6L6436,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 92100 BOULOGNE BILLANCOURT
",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"2,318,956","4,871,137","5,358,023",980,980,1,"Véhicules pr transport de moins de 10pers.,n","486,886",4970.55,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,1.05
1123,2023CIAB6C5815,2023-04-24,-,CIAB6 2023 S 755 art. 57,2023CIAB6L6665,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 92100 BOULOGNE BILLANCOURT
",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"2,318,956","4,871,137","5,358,023",980,980,1,"Véhicules pr transport de moins de 10pers.,n","486,886",4970.55,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,1.05
1124,2023CIAB6C5779,2023-04-24,-,CIAB6 2023 S 643 art. 8,2023CIAB6L6621,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"3,684,288","8,021,042","8,512,674","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","491,632",6885.01,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.76
1125,2023CIAB6C5779,2023-04-24,-,CIAB6 2023 S 643 art. 38,2023CIAB6L6621,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 921000 BOULOGNE BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Inde,CI,-,-,"3,684,288","8,021,042","8,512,674","1,165",1165,1,"Véhicules pr transport de moins de 10pers.,n","491,632",6885.01,0.43,5213.24,1720.6235,8749.11218487395,4329.878969957082,0.76
1126,2023CIAB6C5385,2023-04-14,-,CIAB6 2023 S 3 art. 25,2023CIAB6L6183,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN, 92100 BOULOGNE
BILLANCOURT",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Indonesie,CI,-,-,"3,449,720","7,617,629","7,970,696","1,280",1280,1,"Véhicules pr transport de moins de 10pers.,n","353,067",5951.27,0.43,8227.67,5951.27265625,10243.0965,7821.431325301205,1.38
1127,2023CIAB6C5448,2023-04-17,-,CIAB6 2023 S 755 art. 37,2023CIAB6L6249,CIAB6,Mise à la consommation,"00500Y -INTRA GLOBE LOGISTICS SA.
ABIDJAN-TREICHVIL-BVD DE",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11",0100432G,"CFAO MOTORS COTE D'IVOIRE
01 BP 2114 ABIDJAN 01
11","AMS
59 RUE YVES KERMEN 92100 BOULOGNE BILLANCOURT
",ROUGE,Visite a Domicile,8703221900,4070.0,0,VN - Vehicule,CFR,BE,Indonesie,CI,-,-,"3,565,435","7,694,376","8,238,059","1,280",1280,1,"Véhicules pr transport de moins de 10pers.,n","543,683",6011.23,0.43,8227.67,5951.27265625,10243.0965,7821.431325301205,1.37
